Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
85	21	0	2.125	293.20219	293.201916	293.201627	293.20219	0.00056329079	0.000304117728	0	0	0	0	3
86	21	0	2.15	293.202232	293.201945	293.201655	293.202232	0.000562786172	0.000301585527	0	0	0	0	3
87	21	0	2.175	293.202236	293.201973	293.201682	293.202236	0.000549957944	0.00029886002	0	0	0	0	3
88	22	0	2.2	293.202182	293.201997	293.201714	293.202236	0.000521372157	0.000295975456	0	0	0	0	3
89	22	0	2.225	293.202214	293.20202	293.201714	293.202236	0.000521372157	0.000292985242	0	0	0	0	3
90	22	0	2.25	293.202333	293.20205	293.201722	293.202333	0.000528978689	0.000290183429	0	0	0	0	3
91	22	0	2.275	293.202408	293.202082	293.201773	293.202408	0.000533975489	0.000287517231	0	0	0	0	3
92	23	0	2.3	293.202388	293.202112	293.201842	293.202408	0.000534123632	0.00028482646	0	0	0	0	3
93	23	0	2.325	293.202367	293.202135	293.201842	293.202408	0.000530842377	0.000282135302	0	0	0	0	3
94	23	0	2.35	293.202318	293.202157	293.201842	293.202408	0.000528430546	0.000279447219	0	0	0	0	3
95	23	0	2.375	293.20236	293.202181	293.201903	293.202408	0.00050537898	0.000276783154	0	0	0	0	3
96	24	0	2.4	293.202429	293.202206	293.201962	293.202429	0.000467534166	0.000274207366	0	0	0	0	3
97	24	0	2.425	293.202392	293.202227	293.202028	293.202429	0.000401814724	0.000271642784	0	0	0	0	3
98	24	0	2.45	293.20241	293.202245	293.202028	293.202429	0.000401814724	0.000269078775	0	0	0	0	3
99	25	0	2.475	293.20245	293.202264	293.202028	293.20245	0.000422188794	0.000266581704	0	0	0	0	3
100	25	0	2.5	293.20247	293.202283	293.202028	293.20247	0.000441968674	0.000264196347	0	0	0	0	3
101	25	0	2.525	293.202463	293.202304	293.202085	293.20247	0.000384397437	0.000261842697	0	0	0	0	3
102	25	0	2.55	293.202398	293.202319	293.202134	293.20247	0.000335914705	0.00025952404	0	0	0	0	3
103	26	0	2.575	293.202411	293.202331	293.202134	293.20247	0.000335914705	0.000257216473	0	0	0	0	3
104	26	0	2.6	293.202533	293.20235	293.202157	293.202533	0.000376619106	0.000255105932	0	0	0	0	3
105	26	0	2.625	293.202577	293.20237	293.202182	293.202577	0.000395761587	0.000253139803	0	0	0	0	3
106	26	0	2.65	293.202561	293.202387	293.202182	293.202577	0.000395761587	0.00025117631	0	0	0	0	3
107	27	0	2.675	293.202527	293.202401	293.202182	293.202577	0.000395761587	0.000249218024	0	0	0	0	3
108	27	0	2.7	293.202492	293.202414	293.202182	293.202577	0.000395761587	0.000247252996	0	0	0	0	3
109	27	0	2.725	293.202602	293.202434	293.202214	293.202602	0.000387709973	0.000245392635	0	0	0	0	3
110	27	0	2.75	293.202693	293.202456	293.202318	293.202693	0.000375499987	0.000243745843	0	0	0	0	3
111	28	0	2.775	293.202658	293.202472	293.202318	293.202693	0.000375499987	0.000242049449	0	0	0	0	3
112	28	0	2.8	293.202694	293.202485	293.202318	293.202694	0.000373706469	0.000240272674	0	0	0	0	3
113	28	0	2.825	293.202676	293.202499	293.202318	293.202694	0.000363694994	0.000238544578	0	0	0	0	3
114	29	0	2.85	293.202696	293.202515	293.202318	293.202696	0.000358213296	0.000236868051	0	0	0	0	3
115	29	0	2.875	293.202698	293.202533	293.20236	293.202698	0.000337642466	0.000235129816	0	0	0	0	3
